year;country_id;income_group;ease_of_doing_business_rank;ease_of_doing_business_score;rank_starting_a_business;score_starting_a_business;procedures___men;score_procedures___men;time___men;score_time___men;cost___men;score_cost___men;procedures___women;score_procedures___women;time___women;score_time___women;cost___women;score_cost___women;paid_in_minimum_capital;score_paid_in_minimum_capital;rank_dealing_with_construction_permits;score_dealing_with_construction_permits;procedures;score_procedures;time;score_time;cost;score_cost;building_quality_control_index;score_building_quality_control_index;quality_of_building_regulations_index;quality_control_before_construction_index;quality_control_during_construction_index;quality_control_after_construction_index;liability_and_insurance_regimes_index;professional_certifications_index;rank_getting_electricity;score_getting_electricity;procedures_.1;score_procedures_.1;time_.1;score_time_.1;reliability_of_supply_and_transparency_of_tariff_index;score_reliability_of_supply_and_transparency_of_tariff_index;total_duration_and_frequency_of_outages_per_customer_a_year;mechanisms_for_monitoring_outages;mechanisms_for_restoring_service;regulatory_monitoring;financial_deterrents_aimed_at_limiting_outages;communication_of_tariffs_and_tariff_changes;system_average_interruption_duration_index;system_average_interruption_frequency_index;minimum_outage_time;price_of_electricity;rank_registering_property;score_registering_property;procedures_.2;score_procedures_.2;time_.2;score_time_.2;quality_of_land_administration_index;score_quality_of_land_administration_index;reliability_of_infrastructure_index;transparency_of_information_index;geographic_coverage_index;land_dispute_resolution_index;equal_access_to_property_rights_index;rank_getting_credit;score_getting_credit;strength_of_legal_rights_index;score_strength_of_legal_rights_index;depth_of_credit_information_index;score_depth_of_credit_information_index;getting_credit_total_score;credit_registry_coverage;credit_bureau_coverage;rank_protecting_minority_investors;score_protecting_minority_investors;extent_of_disclosure_index;score_extent_of_disclosure_index;extent_of_director_liability_index;score_extent_of_director_liability_index;ease_of_shareholder_suits_index;score_ease_of_shareholder_suits_index;strength_of_investor_protection_index;extent_of_shareholder_rights_index;score_extent_of_shareholder_rights_index;extent_of_ownership_and_control_index;score_extent_of_ownership_and_control_index;extent_of_corporate_transparency_index;score_extent_of_corporate_transparency_index;strength_of_minority_investor_protection_index;rank_paying_taxes;score_paying_taxes;payments;score_payments;total_tax_and_contribution_rate;score_total_tax_and_contribution_rate;profit_tax;labor_tax_and_contributions;other_taxes;time_to_comply_with_vat_refund;score_time_to_comply_with_vat_refund;time_to_obtain_vat_refund;score_time_to_obtain_vat_refund;time_to_comply_with_a_corporate_income_tax_correction;score_time_to_comply_with_a_corporate_income_tax_correction;time_to_complete_a_corporate_income_tax_correction;score_time_to_complete_a_corporate_income_tax_correction;score_postfiling_index;rank_trading_across_borders;score_trading_across_borders;time_to_export:_documentary_compliance;score_time_to_export:_documentary_compliance;time_to_import:_documentary_compliance;score_time_to_import:_documentary_compliance;time_to_export:_border_compliance;score_time_to_export:_border_compliance;time_to_import:_border_compliance;score_time_to_import:_border_compliance;cost_to_export:_documentary_compliance;score_cost_to_export:_documentary_compliance;cost_to_import:_documentary_compliance;score_cost_to_import:_documentary_compliance;cost_to_export:_border_compliance;score_cost_to_export:_border_compliance;cost_to_import:_border_compliance;score_cost_to_import:_border_compliance;documents_to_export;score_documents_to_export;documents_to_import;score_documents_to_import;cost_to_export;score_cost_to_export;cost_to_import;score_cost_to_import;time_to_export;score_time_to_export;time_to_import;score_time_to_import;rank_enforcing_contracts;score_enforcing_contracts;time_.3;score_time_.3;filing_and_service;trial_and_judgment;enforcement_of_judgment;attorney_fees;court_fees;enforcement_fees;quality_of_judicial_processes_index;score_quality_of_judicial_processes_index;court_structure_and_proceedings;case_management;court_automation;alternative_dispute_resolution;rank_resolving_insolvency;score_resolving_insolvency;outcome;recovery_rate;score_recovery_rate;strength_of_insolvency_framework_index;score_strength_of_insolvency_framework_index;commencement_of_proceedings_index;management_of_debtors_assets_index;reorganization_proceedings_index;creditor_participation_index
2010;2;Upper middle income;;;;87,2;6.0;70.58824;6.0;94.47236;32.2;83.90804;6.0;70.58824;6.0;94.47236;32.2;83.90804;0.0;100.0;;;24;24.0;389;0.0;4.3;78.4472;;;;;;;;;;;6;50.0;177;30.86957;;;;;;;;;;;;;;;6;58.33333;42;80.38278;;;;;;;;;;9;90;5;83.33333;14;9.9;0.0;;;7.0;70;7.0;70;7.0;70;21.0;;;;;;;;;;44;31.66667;44;74.45193;8.1;31.9;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;44.44444;8;53.84615;804.0404;91.41524;787.4051;92.55975;19.0;72.91667;18.0;77.41935;;;450.0;72.95082;;;;;;;;;;;;;;64,6;0;38.7;41.66827;14.0;87.5;3.0;6.0;3.0;2
2009;2;Upper middle income;;;;82,0;8.0;58.82353;10.0;90.45226;42.5;78.73491;8.0;58.82353;10.0;90.45226;42.5;78.73491;0.0;100.0;;;24;24.0;389;0.0;4.4;77.93337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;58.33333;42;80.38278;;;;;;;;;;9;90;5;83.33333;14;6.8;0.0;;;7.0;70;7.0;70;7.0;70;21.0;;;;;;;;;;44;31.66667;50;65.36157;16.8;28.6;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;44.44444;8;53.84615;891.1862;89.51664;896.9731;90.61416;21.0;68.75;22.0;70.96774;;;450.0;72.95082;;;;;;;;;;;;;;64,6;0;38.7;41.66827;14.0;87.5;3.0;6.0;3.0;2
2008;2;Upper middle income;;;;68,2;11.0;41.17647;37.0;63.31658;46.1;76.93261;11.0;41.17647;37.0;63.31658;46.1;76.93261;34.3;91.42349;;;24;24.0;389;0.0;4.4;77.76062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;58.33333;42;80.38278;;;;;;;;;;9;90;0;0.0;9;0.0;0.0;;;0.0;0;4.0;40;3.0;30;7.0;;;;;;;;;;44;31.66667;46.3;70.88077;17.8;24.5;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;44.44444;8;53.84615;879.7048;89.76678;885.6089;90.81595;21.0;68.75;22.0;70.96774;;;450.0;72.95082;;;;;;;;;;;;;;63,5;0;36.8;39.58742;14.0;87.5;3.0;6.0;3.0;2
2007;2;Upper middle income;;;;69,0;12.0;35.29412;39.0;61.30653;22.5;88.73454;12.0;35.29412;39.0;61.30653;22.5;88.73454;36.7;90.82019;;;24;24.0;390;0.0;10.3;48.36416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;58.33333;42;80.38278;;;;;;;;;;9;90;0;0.0;9;0.0;0.0;;;0.0;0;4.0;40;3.0;30;7.0;;;;;;;;;;44;31.66667;56.9;54.52111;18.5;34.6;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;44.44444;8;53.84615;985.1754;87.46895;987.5841;89.00518;21.0;68.75;22.0;70.96774;;;450.0;72.95082;;;;;;;;;;;;;;64,8;0;39.1;42.09036;14.0;87.5;3.0;6.0;3.0;2
2006;2;Upper middle income;;;;67,2;12.0;35.29412;41.0;59.29648;31.3;84.36609;12.0;35.29412;41.0;59.29648;31.3;84.36609;39.9;90.0243;;;24;24.0;390;0.0;4.6;76.98743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;58.33333;42;80.38278;;;;;;;;;;9;90;0;0.0;9;0.0;0.0;;;0.0;0;5.0;50;3.0;30;8.0;;;;;;;;;;45;30.0;58.6;51.78612;20.1;34.6;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;44.44444;8;53.84615;1019.354;86.72431;1021.846;88.39679;21.0;68.75;22.0;70.96774;;;450.0;72.95082;;;;;;;;;;;;;;65,3;0;40.0;43.0905;14.0;87.5;3.0;6.0;3.0;2
2005;2;Upper middle income;;;;67,3;12.0;35.29412;40.0;60.30151;32.3;83.83102;12.0;35.29412;40.0;60.30151;32.3;83.83102;41.3;89.68289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;58.33333;42;80.38278;;;;;;;;;;9;90;0;0.0;9;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;450.0;72.95082;;;;;;;;;;;;;;64,4;0;38.3;41.21828;14.0;87.5;3.0;6.0;3.0;2
2004;2;Upper middle income;;;;63,7;12.0;35.29412;41.0;59.29648;57.1;71.45627;12.0;35.29412;41.0;59.29648;57.1;71.45627;45.3;88.67852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;450.0;72.95082;;;;;;;;;;;;;;64,0;0;37.6;40.48514;14.0;87.5;3.0;6.0;3.0;2
2020;3;Upper middle income;157;48,6;152;78,0;12.0;35.29412;18.0;82.41206;11.3;94.34925;12.0;35.29412;18.0;82.41206;11.3;94.34925;0.0;100.0;121;65,3;19;44.0;131;69.74063;6.5;67.30832;12;80.0;2;1;2;3;2;2;102;72,1;5;66.66667;84;71.30435;5;62.5;1;1;1;1;0;1;4.24;9.85;3;2.1;165;44,3;10;25.0;55;74.16268;7.5;25.0;1;1.5;0;5;0;181;10,0;;;;;;3.6;0.0;179;20,0 ;4.0;40;1.0;10;;;;0;0.0;0.0;0.0;0.0;0.0;10.0;158;53,9;27;60.0;66.1;39.01985;8.1;31.1;26.9;No VAT refund per case study scenario;0;No VAT refund per case study scenario;0;2;99.08257;0;100;49.77064;172;38,4;149.1429;12.3415;96;60.25105;80;50.31447;209.5714;25.24322;374.4444;6.38889;399.7778;42.88889;592.8889;44.06709;408.7778;65.93519;;;;;;;;;;;;;113;54,8;630.0;58.19672;21.0;390.0;219.0;10.0;7.4;4.4;5.5;30.55556;3.0;0.0;0.0;2.5;81;49,2;0;50.8;54.72487;7.0;43.75;3.0;2.0;1.0;1
2019;3;Upper middle income;;48,5;;77,9;12.0;35.29412;18.0;82.41206;11.8;94.08404;12.0;35.29412;18.0;82.41206;11.8;94.08404;0.0;100.0;;64,6;19;44.0;131;69.74063;7.1;64.63227;12;80.0;2;1;2;3;2;2;;71,9;5;66.66667;84;71.30435;5;62.5;1;1;1;1;0;1;4.24;8.21;3;2.2;;44,3;10;25.0;55;74.16268;7.5;25.0;1;1.5;0;5;0;;10,0;;;;;;3.2;0.0;;20,0 ;4.0;40;1.0;10;;;;0;0.0;0.0;0.0;0.0;0.0;10.0;;53,9;27;60.0;66.1;39.01985;8.1;31.1;26.9;No VAT refund per case study scenario;0;No VAT refund per case study scenario;0;2;99.08257;0;100;49.77064;;38,4;149.1429;12.3415;96;60.25105;80;50.31447;209.5714;25.24322;374.4444;6.38889;399.7778;42.88889;592.8889;44.06709;408.7778;65.93519;;;;;;;;;;;;;;54,8;630.0;58.19672;21.0;390.0;219.0;10.0;7.4;4.4;5.5;30.55556;3.0;0.0;0.0;2.5;;49,2;0;50.8;54.72487;7.0;43.75;3.0;2.0;1.0;1
2018;3;Upper middle income;;46,2;;77,9;12.0;35.29412;18.0;82.41206;12.5;93.74768;12.0;35.29412;18.0;82.41206;12.5;93.74768;0.0;100.0;;62,9;19;44.0;136;68.29971;8.1;59.47314;12;80.0;2;1;2;3;2;2;;62,0;5;66.66667;180;29.56522;5;62.5;1;1;1;1;0;1;5.16;9.46;3;2.6;;43,8;10;25.0;55;74.16268;7;23.33333;1;1;0;5;0;;10,0;;;;;;2.9;0.0;;20,0 ;4.0;40;1.0;10;;;;0;0.0;0.0;0.0;0.0;0.0;10.0;;53,9;27;60.0;66.1;39.01985;8.1;31.1;26.9;No VAT refund per case study scenario;0;No VAT refund per case study scenario;0;2;99.08257;0;100;49.77064;;27,7;149.1429;12.3415;248.7273;0.0;80;50.31447;327.3896;0.0;374.4444;6.38889;399.7778;42.88889;592.8889;44.06709;408.7778;65.93519;;;;;;;;;;;;;;54,8;630.0;58.19672;21.0;390.0;219.0;10.0;7.4;4.4;5.5;30.55556;3.0;0.0;0.0;2.5;;49,2;0;50.8;54.72487;7.0;43.75;3.0;2.0;1.0;1
2017;3;Upper middle income;;46,1;;78,0;12.0;35.29412;18.0;82.41206;11.1;94.456;12.0;35.29412;18.0;82.41206;11.1;94.456;0.0;100.0;;63,0;19;44.0;136;68.29971;8.1;59.61874;12;80.0;2;1;2;3;2;2;;60,6;5;66.66667;180;29.56522;5;62.5;1;1;1;1;0;1;5.06;9.16;3;3;;43,8;10;25.0;55;74.16268;7;23.33333;1;1;0;5;0;;10,0;;;;;;3.0;0.0;;20,0 ;4.0;40;1.0;10;;;;0;0.0;0.0;0.0;0.0;0.0;10.0;;53,9;27;60.0;66;39.25117;8.2;31.1;26.7;No VAT refund per case study scenario;0;No VAT refund per case study scenario;0;2;99.08257;0;100;49.77064;;27,7;149.1429;12.3415;248.7273;0.0;80;50.31447;327.3896;0.0;374.4444;6.38889;399.7778;42.88889;592.8889;44.06709;408.7778;65.93519;;;;;;;;;;;;;;54,8;630.0;58.19672;21.0;390.0;219.0;10.0;7.4;4.4;5.5;30.55556;3.0;0.0;0.0;2.5;;49,2;0;50.8;54.72487;7.0;43.75;3.0;2.0;1.0;1
2016;3;Upper middle income;;44,2;;76,6;12.0;35.29412;18.0;82.41206;10.9;94.54406;12.0;35.29412;18.0;82.41206;10.9;94.54406;23.6;94.09049;;56,7;19;44.0;226;42.36311;7.9;60.62911;12;80.0;2;1;2;3;2;2;;57,6;5;66.66667;180;29.56522;4;50.0;1;1;1;1;0;0;5.88;9.02;3;2.7;;43,8;10;25.0;55;74.16268;7;23.33333;1;1;0;5;0;;10,0;;;;;;1.9;0.0;;20,0 ;4.0;40;1.0;10;;;;0;0.0;0.0;0.0;0.0;0.0;10.0;;46,0;27;60.0;73.2;26.1536;6.5;31.1;35.6;No VAT refund per case study scenario;0;No VAT refund per case study scenario;0;2;99.08257;0;100;49.77064;;27,7;149.1429;12.3415;248.7273;0.0;80;50.31447;327.3896;0.0;374.4444;6.38889;399.7778;42.88889;592.8889;44.06709;408.7778;65.93519;;;;;;;;;;;;;;54,8;630.0;58.19672;21.0;390.0;219.0;10.0;7.4;4.4;5.5;30.55556;3.0;0.0;0.0;2.5;;49,2;0;50.8;54.72487;7.0;43.75;3.0;2.0;1.0;1
2015;3;Upper middle income;;;;74,6;13.0;29.41176;20.0;80.40201;11.0;94.48345;13.0;29.41176;20.0;80.40201;11.0;94.48345;24.1;93.97655;;57,9;19;44.0;218;44.66859;7.4;62.85568;12;80.0;2;1;2;3;2;2;;57,5;5;66.66667;180;29.56522;4;50.0;1;1;1;1;0;0;6.01;8.89;3;2.7;;;10;25.0;55;74.16268;;;;;;;;;10,0;;;;;;2.0;0.0;;20,0 ;4.0;40;1.0;10;;;;0;0.0;0.0;0.0;0.0;0.0;10.0;;;27;60.0;73.2;26.1536;6.5;31.1;35.6;;;;;;;;;;;27,7;149.1429;12.3415;248.7273;0.0;80;50.31447;327.3896;0.0;374.4444;6.38889;399.7778;42.88889;592.8889;44.06709;408.7778;65.93519;8;33.33333;9;46.15385;1270.0;81.26362;1330.0;82.92492;17.0;77.08333;26.0;64.51613;;;630.0;58.19672;21.0;390.0;219.0;10.0;7.4;4.4;;;;;;;;49,2;0;50.8;54.72487;7.0;43.75;3.0;2.0;1.0;1
2014;3;Upper middle income;;;;73,6;13.0;29.41176;22.0;78.39196;12.4;93.78154;13.0;29.41176;22.0;78.39196;12.4;93.78154;28.6;92.8601;;;19;44.0;218;44.66859;8.7;56.45194;;;;;;;;;;;5;66.66667;180;29.56522;;;;;;;;;;;;;;;10;25.0;55;74.16268;;;;;;;;;10,0;3;30;0;0.0;3;2.4;0.0;;20,0 ;4.0;40;1.0;10;4.0;40;9.0;0;0.0;0.0;0.0;0.0;0.0;10.0;;;27;60.0;72.3;27.73955;6.5;30.2;35.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;33.33333;9;46.15385;1300.835;80.59183;1362.292;82.35152;17.0;77.08333;27.0;62.90323;;;630.0;58.19672;21.0;390.0;219.0;10.0;9.4;4.4;;;;;;;;49,2;0;50.8;54.72487;7.0;43.75;3.0;2.0;1.0;1
2013;3;Upper middle income;;;;73,7;13.0;29.41176;22.0;78.39196;12.1;93.95517;13.0;29.41176;22.0;78.39196;12.1;93.95517;27.2;93.1935;;;19;44.0;218;44.66859;8.2;58.85177;;;;;;;;;;;5;66.66667;158;39.13043;;;;;;;;;;;;;;;10;25.0;55;74.16268;;;;;;;;;;3;30;0;0.0;3;2.3;0.0;;;4.0;40;1.0;10;4.0;40;9.0;;;;;;;;;;27;60.0;72.4;27.70681;6.5;30.2;35.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;33.33333;9;46.15385;1363.22;79.23267;1438.955;80.99022;17.0;77.08333;27.0;62.90323;;;630.0;58.19672;21.0;390.0;219.0;10.0;9.4;4.4;;;;;;;;49,2;0;50.8;54.72487;7.0;43.75;3.0;2.0;1.0;1
2012;3;Upper middle income;;;;73,5;13.0;29.41176;22.0;78.39196;12.1;93.973;13.0;29.41176;22.0;78.39196;12.1;93.973;30.6;92.34592;;;19;44.0;218;44.66859;9.3;53.38067;;;;;;;;;;;5;66.66667;158;39.13043;;;;;;;;;;;;;;;10;25.0;55;74.16268;;;;;;;;;;3;30;0;0.0;3;0.3;0.0;;;4.0;40;1.0;10;4.0;40;9.0;;;;;;;;;;27;60.0;72.5;27.52092;6.5;30.3;35.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;33.33333;9;46.15385;1593.485;74.21601;1682.863;76.65915;17.0;77.08333;27.0;62.90323;;;630.0;58.19672;21.0;390.0;219.0;10.0;9.4;4.4;;;;;;;;49,2;0;50.8;54.72487;7.0;43.75;3.0;2.0;1.0;1
2011;3;Upper middle income;;;;73,2;13.0;29.41176;22.0;78.39196;12.9;93.5364;13.0;29.41176;22.0;78.39196;12.9;93.5364;34.4;91.39844;;;19;44.0;218;44.66859;10.5;47.72114;;;;;;;;;;;5;66.66667;158;39.13043;;;;;;;;;;;;;;;10;25.0;55;74.16268;;;;;;;;;;3;30;0;0.0;3;0.2;0.0;;;4.0;40;1.0;10;4.0;40;9.0;;;;;;;;;;27;60.0;72.5;27.52092;6.5;30.3;35.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;33.33333;9;46.15385;1850.353;68.61977;1954.139;71.84213;17.0;77.08333;23.0;69.35484;;;630.0;58.19672;;;;;;;;;;;;;;49,2;0;50.8;54.72487;7.0;43.75;3.0;2.0;1.0;1
2010;3;Upper middle income;;;;73,5;13.0;29.41176;22.0;78.39196;12.1;93.93397;13.0;29.41176;22.0;78.39196;12.1;93.93397;31.0;92.26121;;;19;44.0;218;44.66859;9.4;52.87467;;;;;;;;;;;5;66.66667;158;39.13043;;;;;;;;;;;;;;;10;25.0;55;74.16268;;;;;;;;;;3;30;0;0.0;3;0.2;0.0;;;4.0;40;1.0;10;4.0;40;9.0;;;;;;;;;;27;60.0;72.5;27.52092;6.5;30.3;35.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;33.33333;9;46.15385;1642.209;73.15449;1734.32;75.74544;17.0;77.08333;23.0;69.35484;;;630.0;58.19672;;;;;;;;;;;;;;49,2;0;50.8;54.72487;7.0;43.75;3.0;2.0;1.0;1
2009;3;Upper middle income;;;;73,3;13.0;29.41176;22.0;78.39196;10.8;94.62213;13.0;29.41176;22.0;78.39196;10.8;94.62213;36.6;90.85615;;;19;44.0;218;44.66859;11.1;44.48195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;0.0;74;65.07177;;;;;;;;;;3;30;0;0.0;3;0.2;0.0;;;4.0;40;1.0;10;4.0;40;9.0;;;;;;;;;;27;60.0;74.2;24.18952;8.3;30.2;35.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;33.33333;9;46.15385;1901.065;67.51492;2007.696;70.89112;17.0;77.08333;23.0;69.35484;;;630.0;58.19672;;;;;;;;;;;;;;49,2;0;50.8;54.72487;7.0;43.75;3.0;2.0;1.0;1
2008;3;Upper middle income;;;;72,5;13.0;29.41176;22.0;78.39196;13.2;93.41643;13.0;29.41176;22.0;78.39196;13.2;93.41643;45.2;88.70619;;;19;44.0;218;44.66859;13.7;31.63984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;0.0;74;65.07177;;;;;;;;;;3;30;0;0.0;3;0.2;0.0;;;4.0;40;1.0;10;4.0;40;9.0;;;;;;;;;;27;60.0;74.2;24.18494;8.3;30.2;35.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;33.33333;9;46.15385;1941.609;66.63161;2055.059;70.0501;17.0;77.08333;23.0;69.35484;;;630.0;58.19672;;;;;;;;;;;;;;49,2;0;50.8;54.72487;7.0;43.75;3.0;2.0;1.0;1
2007;3;Upper middle income;;;;72,4;13.0;29.41176;22.0;78.39196;13.4;93.29546;13.0;29.41176;22.0;78.39196;13.4;93.29546;46.0;88.49867;;;19;44.0;218;44.66859;13.9;30.40027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;0.0;74;65.07177;;;;;;;;;;3;30;0;0.0;3;0.2;0.0;;;4.0;40;1.0;10;4.0;40;9.0;;;;;;;;;;39;40.0;76.9;18.69758;9.9;31.3;35.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;22.22222;9;46.15385;2877.373;46.2446;3181.952;50.03992;15.0;81.25;22.0;70.96774;;;630.0;58.19672;;;;;;;;;;;;;;49,2;0;50.8;54.72487;7.0;43.75;3.0;2.0;1.0;1
2006;3;Upper middle income;;;;72,0;13.0;29.41176;22.0;78.39196;12.4;93.8126;13.0;29.41176;22.0;78.39196;12.4;93.8126;55.1;86.2369;;;19;44.0;218;44.66859;16.6;16.89023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;0.0;74;65.07177;;;;;;;;;;3;30;0;0.0;3;0.0;0.0;;;4.0;40;1.0;10;4.0;40;9.0;;;;;;;;;;39;40.0;76.9;18.69758;9.9;31.3;35.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;22.22222;9;46.15385;3341.364;36.13585;3695.058;40.92873;15.0;81.25;22.0;70.96774;;;630.0;58.19672;;;;;;;;;;;;;;49,2;0;50.8;54.72487;7.0;43.75;3.0;2.0;1.0;1
2005;3;Upper middle income;;;;70,5;13.0;29.41176;24.0;76.38191;14.6;92.68996;13.0;29.41176;24.0;76.38191;14.6;92.68996;65.5;83.63458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;0.0;74;65.07177;;;;;;;;;;3;30;0;0.0;3;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630.0;58.19672;;;;;;;;;;;;;;49,2;0;50.8;54.72487;7.0;43.75;3.0;2.0;1.0;1
2004;3;Upper middle income;;;;68,1;14.0;23.52941;25.0;75.37688;16.3;91.85328;14.0;23.52941;25.0;75.37688;16.3;91.85328;73.2;81.69513;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630.0;58.19672;;;;;;;;;;;;;;49,2;0;50.8;54.72487;7.0;43.75;3.0;2.0;1.0;1
2020;6;Lower middle income;177;41,3;146;79,4;8.0;58.82353;36.0;64.32161;11.1;94.45725;8.0;58.82353;36.0;64.32161;11.1;94.45725;0.0;100.0;120;65,3;12;72.0;184;54.46686;1;94.85288;6;40.0;1;1;0;2;1;1;156;54,1;7;33.33333;97;65.65217;2;25.0;0;0;0;1;1;0;12.79;8.5;3;3.7;167;43,3;6;58.33333;190;9.56938;7;23.33333;1;2;0;4;0;185;5,0;;;;;;1.5;0.0;147;32,0 ;4.0;40;6.0;60;;;;0;0.0;0.0;0.0;0.0;0.0;16.0;106;69,5;31;53.33333;49.1;66.64559;21.5;9;18.6;No VAT;No VAT;No VAT;No VAT;7;89.90826;0;100;94.95413;174;36,2;96;43.78698;96;60.25105;164;0.0;72;74.55197;240;40.0;460;34.28571;825;22.16981;1030;14.16667;;;;;;;;;;;;;186;28,1;1296.0;3.60656;86.0;770.0;440.0;22.2;22.2;0.0;5.5;30.55556;1.5;1.5;0.0;2.5;168;0,0;0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0
2019;6;Lower middle income;;41,2;;79,0;8.0;58.82353;36.0;64.32161;13.9;93.03696;8.0;58.82353;36.0;64.32161;13.9;93.03696;0.0;100.0;;65,0;12;72.0;184;54.46686;1.3;93.50022;6;40.0;1;1;0;2;1;1;;54,1;7;33.33333;121;55.21739;3;37.5;1;0;0;1;1;0;.9;5.5;3;4.6;;43,1;6;58.33333;190;9.56938;7;23.33333;1;2;0;4;0;;5,0;;;;;;1.6;0.0;;32,0 ;4.0;40;6.0;60;;;;0;0.0;0.0;0.0;0.0;0.0;16.0;;69,5;31;53.33333;49.1;66.64559;21.5;9;18.6;No VAT;No VAT;No VAT;No VAT;7;89.90826;0;100;94.95413;;36,2;96;43.78698;96;60.25105;164;0.0;72;74.55197;240;40.0;460;34.28571;825;22.16981;1030;14.16667;;;;;;;;;;;;;;28,1;1296.0;3.60656;86.0;770.0;440.0;22.2;22.2;0.0;5.5;30.55556;1.5;1.5;0.0;2.5;;0,0;0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0
2018;6;Lower middle income;;39,0;;78,6;8.0;58.82353;36.0;64.32161;17.4;91.32364;8.0;58.82353;36.0;64.32161;17.4;91.32364;0.0;100.0;;64,6;12;72.0;184;54.46686;1.6;91.81942;6;40.0;1;1;0;2;1;1;;44,1;7;33.33333;121;55.21739;0;0.0;0;0;0;1;1;0;5.16;2.3;15;6;;42,9;6;58.33333;190;9.56938;7;23.33333;1;2;0;4;0;;5,0;;;;;;1.9;0.0;;32,0 ;4.0;40;6.0;60;;;;0;0.0;0.0;0.0;0.0;0.0;16.0;;69,5;31;53.33333;49.1;66.65651;21.5;9;18.6;No VAT;No VAT;No VAT;No VAT;7;89.90826;0;100;94.95413;;25,3;169;0.59172;180;25.1046;192;0.0;96;65.94982;240;40.0;460;34.28571;825;22.16981;1030;14.16667;;;;;;;;;;;;;;28,1;1296.0;3.60656;86.0;770.0;440.0;22.2;22.2;0.0;5.5;30.55556;1.5;1.5;0.0;2.5;;0,0;0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0
2017;6;Lower middle income;;37,7;;79,7;7.0;64.70588;36.0;64.32161;20.7;89.63834;7.0;64.70588;36.0;64.32161;20.7;89.63834;0.0;100.0;;62,0;12;72.0;214;45.82133;2;90.11384;6;40.0;1;1;0;2;1;1;;40,8;7;33.33333;145;44.78261;0;0.0;0;0;0;1;1;0;..;..;15;8.8;;42,6;6;58.33333;190;9.56938;7;23.33333;1;2;0;4;0;;5,0;;;;;;1.9;0.0;;32,0 ;4.0;40;6.0;60;;;;0;0.0;0.0;0.0;0.0;0.0;16.0;;70,0;31;53.33333;48;68.42038;20.4;9;18.6;No VAT;No VAT;No VAT;No VAT;7;89.90826;0;100;94.95413;;17,2;169;0.59172;180;25.1046;312;0.0;276;1.43369;240;40.0;460;34.28571;825;22.16981;1030;14.16667;;;;;;;;;;;;;;27,2;1296.0;3.60656;86.0;770.0;440.0;22.2;22.2;0.0;5.0;27.77778;1.5;1.5;0.0;2.0;;0,0;No Practice;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0
